Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0A9Q9SH20	unreviewed	Burkholderia arboris	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9W5TW07	unreviewed	Lentibacillus populi	Ureidoglycolate dehydrogenase		
A0A9W5TX54	unreviewed	Lentibacillus populi	Ureidoglycolate dehydrogenase		
A0A9W6CEX7	unreviewed	Sellimonas catena	Ureidoglycolate dehydrogenase		
A0A9W6CM98	unreviewed	Xanthobacter flavus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A9W6IJZ5	unreviewed	Maricaulis virginensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X0QXQ7	unreviewed	Siccirubricoccus deserti	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X0R012	unreviewed	Siccirubricoccus deserti	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X0YPW7	unreviewed	Oceanobacillus polygoni	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A9X0YQL7	unreviewed	Oceanobacillus polygoni	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0A9X0YQS5	unreviewed	Oceanobacillus polygoni	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0A9X1LBS2	unreviewed	Roseicella aerolata	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X1RL81	unreviewed	Paraburkholderia tagetis	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X1VQC8	unreviewed	Variovorax terrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X2BV48	unreviewed	Roseomonas acroporae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X2GCU5	unreviewed	Nonomuraea thailandensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A9X2GKC7	unreviewed	Nonomuraea thailandensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A9X2K2Z2	unreviewed	Nonomuraea thailandensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0A9X4AKW2	unreviewed	Terrihalobacillus insolitus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0A9X8D5Y1	unreviewed	Acidovorax cavernicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X8JJL8	unreviewed	Pectobacterium zantedeschiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X8JKP2	unreviewed	Pectobacterium zantedeschiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9WGK7	unreviewed	Neoroseomonas oryzicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9WM42	unreviewed	Neoroseomonas oryzicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9WQX4	unreviewed	Neoroseomonas soli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9WYH9	unreviewed	Neoroseomonas soli	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9X8M8	unreviewed	Neoroseomonas eburnea	Malate/lactate/ureidoglycolate dehydrogenase		
A0A9X9XAV3	unreviewed	Neoroseomonas eburnea	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA37RWL1	unreviewed	Paraferrimonas sedimenticola	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0AA37WTF8	unreviewed	Methylobacterium tardum	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA37XNN9	unreviewed	Tetragenococcus osmophilus	Ureidoglycolate dehydrogenase		
A0AA38CX02	unreviewed	Tetragenococcus osmophilus	Ureidoglycolate dehydrogenase		
A0AA40SQD4	unreviewed	Microbacterium invictum	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0AA41XVM6	unreviewed	Brenneria izbisi	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA41YKG6	unreviewed	Limobrevibacterium gyesilva	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA41YNE6	unreviewed	Limobrevibacterium gyesilva	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA50HPC3	unreviewed	Erwinia pyri	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA87FK24	unreviewed	Enterococcus saccharolyticus 30_1	Ureidoglycolate dehydrogenase		
A0AA89TYW1	unreviewed	Streptomyces collinus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AA90EG34	unreviewed	Bacillus haynesii	Ureidoglycolate dehydrogenase		
A0AA92XA74	unreviewed	Serratia inhibens	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA94H3I7	unreviewed	Kosakonia oryzae	Malate/lactate/ureidoglycolate dehydrogenase		
A0AA95S7U2	unreviewed	Neobacillus novalis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AA95SAA0	unreviewed	Neobacillus novalis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAC8YJL4	unreviewed	Aminobacter aminovorans (Chelatobacter heintzii)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAC8YLV7	unreviewed	Aminobacter aminovorans (Chelatobacter heintzii)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAD0SH21	unreviewed	Lonsdalea britannica	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAD3YRI0	unreviewed	Klebsiella oxytoca	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAD8BIP3	unreviewed	Biomphalaria pfeifferi (Bloodfluke planorb) (Freshwater snail)	Ureidoglycolate dehydrogenase (NAD(+))		
A0AAE3B6C5	unreviewed	Sulfitobacter geojensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3G2Z0	unreviewed	Natronocella acetinitrilica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3NBF1	unreviewed	Xenophilus arseniciresistens	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3VFS1	unreviewed	Oligosphaera ethanolica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3VR89	unreviewed	Amorphus orientalis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3VTH3	unreviewed	Amorphus orientalis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3XMY4	unreviewed	Aureibacter tunicatorum	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE3YJL9	unreviewed	Catenuloplanes atrovinosus	Ureidoglycolate dehydrogenase (NAD+)/L-2-hydroxycarboxylate dehydrogenase (NAD+) (EC 1.1.1.337, EC 1.1.1.350)	1.1.1.337; 1.1.1.350	
A0AAE5X467	unreviewed	Bradyrhizobium guangzhouense	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAE6NWK2	unreviewed	Paracoccus pantotrophus (Thiosphaera pantotropha)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE6TT85	unreviewed	Paracoccus pantotrophus (Thiosphaera pantotropha)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAE9I3M3	unreviewed	Cupriavidus campinensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAF0CEU5	unreviewed	Hyphococcus flavus	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAF1KUM6	unreviewed	Plastoroseomonas arctica	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAI8NJU8	unreviewed	Klebsiella quasipneumoniae	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAI8QDE1	unreviewed	Bradyrhizobium cosmicum	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAI9S987	unreviewed	Sutterella seckii	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAJ1LD27	unreviewed	Paenibacillus thiaminolyticus (Bacillus thiaminolyticus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAJ1TRJ6	unreviewed	Methylobacterium brachiatum	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAJ3HTH9	unreviewed	Proteus hauseri ATCC 700826	Ureidoglycolate dehydrogenase (EC 1.-.-.-, EC 1.1.1.154)	1.-.-.-; 1.1.1.154	
A0AAJ5NAD6	unreviewed	Burkholderia stabilis	Uncharacterized oxidoreductase ybiC,putative dehydrogenase,Malate/L-lactate dehydrogenases,ureidoglycolate dehydrogenase,Malate/L-lactate dehydrogenase		
A0AAJ5QGY0	unreviewed	Pantoea piersonii	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAJ5QWT2	unreviewed	Klebsiella electrica	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAJ5QZQ6	unreviewed	Klebsiella electrica	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAJ5T5L4	unreviewed	Burkholderia stabilis	Uncharacterized oxidoreductase ybiC,putative dehydrogenase,Malate/L-lactate dehydrogenases,ureidoglycolate dehydrogenase,Malate/L-lactate dehydrogenase		
A0AAJ5UV19	unreviewed	Lysinibacillus irui	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAN0K9S3	unreviewed	Pectobacterium araliae	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAN0MLH3	unreviewed	Pectobacterium araliae	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAN6I9W1	unreviewed	Exophiala viscosa	Ureidoglycolate dehydrogenase		
A0AAP2BIA1	unreviewed	Klebsiella oxytoca	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAP2CYV9	unreviewed	Dickeya dianthicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAP2D2E3	unreviewed	Dickeya dianthicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAP3UZX8	unreviewed	Marinimicrococcus flavescens	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAP9H3V4	unreviewed	Pantoea phytobeneficialis	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAP9LEM7	unreviewed	Pectobacterium parvum	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAQ0HF17	unreviewed	Paracoccus versutus (Thiobacillus versutus)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAQ0KLU2	unreviewed	Paracoccus versutus (Thiobacillus versutus)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0AAQ0MEA6	unreviewed	Staphylococcus pseudoxylosus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAQ0MGL2	unreviewed	Staphylococcus pseudoxylosus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAQ3WCC2	unreviewed	Candidatus Enterococcus palustris	Ureidoglycolate dehydrogenase		
A0AAQ3Y6I6	unreviewed	Candidatus Enterococcus palustris	Ureidoglycolate dehydrogenase		
A0AAU9EZZ0	unreviewed	Drosophila madeirensis (Fruit fly)	Ureidoglycolate dehydrogenase (NAD(+))		
A0AAV5N442	unreviewed	Leminorella grimontii	Ureidoglycolate dehydrogenase (NAD(+))		
A0AAW5AZX3	unreviewed	Oceanobacillus jordanicus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAW5G7J1	unreviewed	Pectobacterium polaris	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAW5GC85	unreviewed	Pectobacterium polaris	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAW6X9J5	unreviewed	Serratia nevei	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAW6XC71	unreviewed	Serratia nevei	Malate/lactate/ureidoglycolate dehydrogenase		
A0AAW9A8A7	unreviewed	Sporosarcina thermotolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAW9A8X7	unreviewed	Sporosarcina thermotolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAW9NNW5	unreviewed	Peribacillus frigoritolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0AAX3J7V9	unreviewed	Pantoea brenneri	Malate/lactate/ureidoglycolate dehydrogenase		
A0AB34AK37	unreviewed	Staphylococcus ureilyticus (Staphylococcus cohnii subsp. urealyticus)	Ureidoglycolate dehydrogenase		
A0AB34ALB1	unreviewed	Staphylococcus ureilyticus (Staphylococcus cohnii subsp. urealyticus)	Ureidoglycolate dehydrogenase		
A0AB34API6	unreviewed	Staphylococcus ureilyticus (Staphylococcus cohnii subsp. urealyticus)	Ureidoglycolate dehydrogenase		
A0AB35RNJ1	unreviewed	Phytobacter ursingii	Malate/lactate/ureidoglycolate dehydrogenase		
A0AB35RRE6	unreviewed	Phytobacter ursingii	Malate/lactate/ureidoglycolate dehydrogenase		
A0AB38A2D0	unreviewed	Trichococcus collinsii	Ureidoglycolate dehydrogenase (NAD+)		
A0AB38A3K0	unreviewed	Trichococcus collinsii	Ureidoglycolate dehydrogenase (NAD+)		
A0AB94IKD7	unreviewed	Neobacillus vireti LMG 21834	Ureidoglycolate dehydrogenase		
A0AB94IL79	unreviewed	Neobacillus vireti LMG 21834	Ureidoglycolate dehydrogenase		
A0ABD6LZL2	unreviewed	Citrobacter gillenii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABF7R0P9	unreviewed	Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251) (Lactobacillus fermentum)	Ureidoglycolate dehydrogenase		
A0ABM1AG43	unreviewed	Aplysia californica (California sea hare)	Ureidoglycolate dehydrogenase (NAD(+))		
A0ABM6FC16	unreviewed	Cupriavidus malaysiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM6JV71	unreviewed	Sporosarcina ureae	Ureidoglycolate dehydrogenase		
A0ABM6LLH3	unreviewed	Bacillus sonorensis	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ABM6P1E1	unreviewed	Burkholderia cepacia (Pseudomonas cepacia)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM6XFL7	unreviewed	Peribacillus butanolivorans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABM7MXC3	unreviewed	Erwinia rhapontici (Pectobacterium rhapontici)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM7TU75	unreviewed	Paraburkholderia terrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM7XXN5	unreviewed	Roseomonas fluvialis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM7Y974	unreviewed	Roseomonas fluvialis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABM9FVK1	unreviewed	Paenibacillus melissococcoides	Ureidoglycolate dehydrogenase		
A0ABM9W5B0	unreviewed	Sporomusa sphaeroides DSM 2875	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ABN0PCJ9	unreviewed	Staphylococcus simulans UMC-CNS-990	Ureidoglycolate dehydrogenase		
A0ABN1AY40	unreviewed	Salinibacillus aidingensis	Ureidoglycolate dehydrogenase		
A0ABN1WIP1	unreviewed	Kitasatospora nipponensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABN2A564	unreviewed	Nocardioides humi	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABN5AHI8	unreviewed	Bacillus sonorensis	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ABN6LTG5	unreviewed	Phytobacter diazotrophicus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP3ILD4	unreviewed	Paenibacillus motobuensis	Ureidoglycolate dehydrogenase		
A0ABP3RJ51	unreviewed	Craurococcus roseus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP3ZE67	unreviewed	Pseudonocardia zijingensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP7KTF6	unreviewed	Gibbsiella dentisursi	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP8GIX1	unreviewed	Pigmentiphaga soli	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP8HEG9	unreviewed	Variovorax defluvii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP9MGP1	unreviewed	Wohlfahrtiimonas larvae	Ureidoglycolate dehydrogenase		
A0ABP9MT53	unreviewed	Wohlfahrtiimonas larvae	Ureidoglycolate dehydrogenase		
A0ABP9N4Y1	unreviewed	Pseudonocardia adelaidensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABP9N971	unreviewed	Orbus sasakiae	Ureidoglycolate dehydrogenase		
A0ABP9P032	unreviewed	Prosthecobacter algae	Ureidoglycolate dehydrogenase		
A0ABP9THN3	unreviewed	Paeniglutamicibacter antarcticus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ1F719	unreviewed	Paenibacillus marchantiophytorum	Ureidoglycolate dehydrogenase		
A0ABQ1I3W1	unreviewed	Agarivorans gilvus	Ureidoglycolate dehydrogenase		
A0ABQ1IMV0	unreviewed	Tistrella bauzanensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ1NGN3	unreviewed	Enterococcus wangshanyuanii	Ureidoglycolate dehydrogenase		
A0ABQ1NH82	unreviewed	Enterococcus wangshanyuanii	Ureidoglycolate dehydrogenase		
A0ABQ1VUK5	unreviewed	Paenibacillus aceti	Ureidoglycolate dehydrogenase		
A0ABQ1ZWC4	unreviewed	Saccharibacillus endophyticus	Ureidoglycolate dehydrogenase		
A0ABQ2NXJ4	unreviewed	Oceanobacillus neutriphilus	Ureidoglycolate dehydrogenase		
A0ABQ2NXN5	unreviewed	Oceanobacillus neutriphilus	Ureidoglycolate dehydrogenase		
A0ABQ3G3Q0	unreviewed	Pseudorhodoferax aquiterrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ5LIM2	unreviewed	Pragia fontium	Ureidoglycolate dehydrogenase (NAD(+))		
A0ABQ5VG57	unreviewed	Sulfitobacter pacificus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ6AYW5	unreviewed	Bradyrhizobium iriomotense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ6ERR0	unreviewed	Vibrio algivorus	Ureidoglycolate dehydrogenase		
A0ABQ6ITJ2	unreviewed	Mobilicoccus caccae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ6LSV1	unreviewed	Paralimibaculum aggregatum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABQ6YX90	unreviewed	Candidatus Enterococcus willemsii	Ureidoglycolate dehydrogenase		
A0ABQ6YYC0	unreviewed	Candidatus Enterococcus willemsii	Ureidoglycolate dehydrogenase		
A0ABR4XVV2	unreviewed	Lysinibacillus boronitolerans JCM 21713 = 10a = NBRC 103108	Ureidoglycolate dehydrogenase		
A0ABR5PCT3	unreviewed	Lentilactobacillus rapi DSM 19907 = JCM 15042	Ureidoglycolate dehydrogenase		
A0ABR5Z8J2	unreviewed	Pectobacterium aroidearum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR5ZDG5	unreviewed	Pectobacterium aroidearum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6ALM4	unreviewed	Brucella intermedia	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6BCK8	unreviewed	Kutzneria viridogrisea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6BKN6	unreviewed	Kutzneria viridogrisea	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6C285	unreviewed	Aminobacter ciceronei	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6CCW1	unreviewed	Aminobacter ciceronei	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6FK92	unreviewed	Paraburkholderia silvatlantica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6GC70	unreviewed	Rhizobium laguerreae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6GC71	unreviewed	Rhizobium laguerreae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6HN49	unreviewed	Limimaricola variabilis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6IHV1	unreviewed	Rhizobium mongolense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6IVN8	unreviewed	Rhizobium mongolense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6IZF5	unreviewed	Rhizobium mongolense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6J7B9	unreviewed	Agrobacterium radiobacter	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6JDS1	unreviewed	Agrobacterium radiobacter	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6JT95	unreviewed	Hymenobacter latericoloratus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6K647	unreviewed	Sphingomonas yabuuchiae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6L3C9	unreviewed	Aminobacter niigataensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6LZF8	unreviewed	Streptomyces rapamycinicus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6N9G4	unreviewed	Sphingomonas endophytica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6NF20	unreviewed	Sphingobium lignivorans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6RI56	unreviewed	Comamonas odontotermitis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6TPY9	unreviewed	Citrobacter braakii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR6WEE0	unreviewed	Spirosoma utsteinense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR7PKY2	unreviewed	Paraburkholderia podalyriae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR7RC85	unreviewed	Pseudoroseomonas ludipueritiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR7RR83	unreviewed	Teichococcus aerophilus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR7U0T3	unreviewed	Bradyrhizobium campsiandrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR8PHM3	unreviewed	Sporosarcina gallistercoris	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABR8TEA2	unreviewed	Escherichia whittamii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABR8WDD5	unreviewed	Planococcus wigleyi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABR8YPW3	unreviewed	Clostridium faecium	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABR8ZTB2	unreviewed	Erwinia persicina	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9HGL2	unreviewed	Nocardiopsis terrae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9I883	unreviewed	Amycolatopsis lexingtonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9IW10	unreviewed	Rhizobium viscosum (Arthrobacter viscosus)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9JQJ4	unreviewed	Actinomadura algeriensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9K1A2	unreviewed	Actinomadura algeriensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9K272	unreviewed	Actinomadura algeriensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9KYT8	unreviewed	Amycolatopsis roodepoortensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9LKB5	unreviewed	Amycolatopsis roodepoortensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9LP22	unreviewed	Nonomuraea angiospora	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9RYD7	unreviewed	Ramlibacter pallidus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9SI06	unreviewed	Ramlibacter aquaticus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABR9XW73	unreviewed	Jeotgalicoccus nanhaiensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABR9XWC5	unreviewed	Jeotgalicoccus nanhaiensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABS0LS07	unreviewed	Facklamia lactis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
